id,name,model,gender,language,style,description
gemini-rasalgethi-italian,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,italian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-japanese,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,japanese,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-korean,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,korean,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-portuguese,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,portuguese,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-russian,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,russian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-dutch,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,dutch,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-polish,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,polish,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-thai,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,thai,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-turkish,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,turkish,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-vietnamese,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,vietnamese,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-romanian,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,romanian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-ukrainian,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,ukrainian,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-bengali,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,bengali,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-marathi,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,marathi,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-tamil,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,tamil,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-rasalgethi-telugu,Rasalgethi,google/gemini-2.5-pro-preview-tts,male,telugu,informative,Conversational male voice with slightly nasal; inquisitive tone
gemini-laomedeia-chinese,Laomedeia,google/gemini-2.5-pro-preview-tts,female,chinese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-arabic,Laomedeia,google/gemini-2.5-pro-preview-tts,female,arabic,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-german,Laomedeia,google/gemini-2.5-pro-preview-tts,female,german,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-english,Laomedeia,google/gemini-2.5-pro-preview-tts,female,english,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-spanish,Laomedeia,google/gemini-2.5-pro-preview-tts,female,spanish,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-french,Laomedeia,google/gemini-2.5-pro-preview-tts,female,french,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-hindi,Laomedeia,google/gemini-2.5-pro-preview-tts,female,hindi,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-indonesian,Laomedeia,google/gemini-2.5-pro-preview-tts,female,indonesian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-italian,Laomedeia,google/gemini-2.5-pro-preview-tts,female,italian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-japanese,Laomedeia,google/gemini-2.5-pro-preview-tts,female,japanese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-korean,Laomedeia,google/gemini-2.5-pro-preview-tts,female,korean,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-portuguese,Laomedeia,google/gemini-2.5-pro-preview-tts,female,portuguese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-russian,Laomedeia,google/gemini-2.5-pro-preview-tts,female,russian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-dutch,Laomedeia,google/gemini-2.5-pro-preview-tts,female,dutch,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-polish,Laomedeia,google/gemini-2.5-pro-preview-tts,female,polish,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-thai,Laomedeia,google/gemini-2.5-pro-preview-tts,female,thai,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-turkish,Laomedeia,google/gemini-2.5-pro-preview-tts,female,turkish,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-vietnamese,Laomedeia,google/gemini-2.5-pro-preview-tts,female,vietnamese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-romanian,Laomedeia,google/gemini-2.5-pro-preview-tts,female,romanian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-ukrainian,Laomedeia,google/gemini-2.5-pro-preview-tts,female,ukrainian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-bengali,Laomedeia,google/gemini-2.5-pro-preview-tts,female,bengali,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-marathi,Laomedeia,google/gemini-2.5-pro-preview-tts,female,marathi,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-tamil,Laomedeia,google/gemini-2.5-pro-preview-tts,female,tamil,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-laomedeia-telugu,Laomedeia,google/gemini-2.5-pro-preview-tts,female,telugu,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-achernar-chinese,Achernar,google/gemini-2.5-pro-preview-tts,female,chinese,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-arabic,Achernar,google/gemini-2.5-pro-preview-tts,female,arabic,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-german,Achernar,google/gemini-2.5-pro-preview-tts,female,german,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-english,Achernar,google/gemini-2.5-pro-preview-tts,female,english,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-spanish,Achernar,google/gemini-2.5-pro-preview-tts,female,spanish,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-french,Achernar,google/gemini-2.5-pro-preview-tts,female,french,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-hindi,Achernar,google/gemini-2.5-pro-preview-tts,female,hindi,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-indonesian,Achernar,google/gemini-2.5-pro-preview-tts,female,indonesian,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-italian,Achernar,google/gemini-2.5-pro-preview-tts,female,italian,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-japanese,Achernar,google/gemini-2.5-pro-preview-tts,female,japanese,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-korean,Achernar,google/gemini-2.5-pro-preview-tts,female,korean,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-portuguese,Achernar,google/gemini-2.5-pro-preview-tts,female,portuguese,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-russian,Achernar,google/gemini-2.5-pro-preview-tts,female,russian,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-dutch,Achernar,google/gemini-2.5-pro-preview-tts,female,dutch,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-polish,Achernar,google/gemini-2.5-pro-preview-tts,female,polish,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-thai,Achernar,google/gemini-2.5-pro-preview-tts,female,thai,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-turkish,Achernar,google/gemini-2.5-pro-preview-tts,female,turkish,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-vietnamese,Achernar,google/gemini-2.5-pro-preview-tts,female,vietnamese,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-romanian,Achernar,google/gemini-2.5-pro-preview-tts,female,romanian,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-ukrainian,Achernar,google/gemini-2.5-pro-preview-tts,female,ukrainian,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-bengali,Achernar,google/gemini-2.5-pro-preview-tts,female,bengali,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-marathi,Achernar,google/gemini-2.5-pro-preview-tts,female,marathi,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-tamil,Achernar,google/gemini-2.5-pro-preview-tts,female,tamil,soft,Clear mid-range female voice; friendly and captivating
gemini-achernar-telugu,Achernar,google/gemini-2.5-pro-preview-tts,female,telugu,soft,Clear mid-range female voice; friendly and captivating
gemini-alnilam-chinese,Alnilam,google/gemini-2.5-pro-preview-tts,male,chinese,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-arabic,Alnilam,google/gemini-2.5-pro-preview-tts,male,arabic,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-german,Alnilam,google/gemini-2.5-pro-preview-tts,male,german,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-english,Alnilam,google/gemini-2.5-pro-preview-tts,male,english,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-spanish,Alnilam,google/gemini-2.5-pro-preview-tts,male,spanish,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-french,Alnilam,google/gemini-2.5-pro-preview-tts,male,french,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-hindi,Alnilam,google/gemini-2.5-pro-preview-tts,male,hindi,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-indonesian,Alnilam,google/gemini-2.5-pro-preview-tts,male,indonesian,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-italian,Alnilam,google/gemini-2.5-pro-preview-tts,male,italian,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-japanese,Alnilam,google/gemini-2.5-pro-preview-tts,male,japanese,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-korean,Alnilam,google/gemini-2.5-pro-preview-tts,male,korean,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-portuguese,Alnilam,google/gemini-2.5-pro-preview-tts,male,portuguese,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-russian,Alnilam,google/gemini-2.5-pro-preview-tts,male,russian,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-dutch,Alnilam,google/gemini-2.5-pro-preview-tts,male,dutch,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-polish,Alnilam,google/gemini-2.5-pro-preview-tts,male,polish,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-thai,Alnilam,google/gemini-2.5-pro-preview-tts,male,thai,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-turkish,Alnilam,google/gemini-2.5-pro-preview-tts,male,turkish,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-vietnamese,Alnilam,google/gemini-2.5-pro-preview-tts,male,vietnamese,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-romanian,Alnilam,google/gemini-2.5-pro-preview-tts,male,romanian,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-ukrainian,Alnilam,google/gemini-2.5-pro-preview-tts,male,ukrainian,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-bengali,Alnilam,google/gemini-2.5-pro-preview-tts,male,bengali,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-marathi,Alnilam,google/gemini-2.5-pro-preview-tts,male,marathi,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-tamil,Alnilam,google/gemini-2.5-pro-preview-tts,male,tamil,firm,Energetic male voice conveying excitement and clarity
gemini-alnilam-telugu,Alnilam,google/gemini-2.5-pro-preview-tts,male,telugu,firm,Energetic male voice conveying excitement and clarity
gemini-schedar-chinese,Schedar,google/gemini-2.5-pro-preview-tts,male,chinese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-arabic,Schedar,google/gemini-2.5-pro-preview-tts,male,arabic,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-german,Schedar,google/gemini-2.5-pro-preview-tts,male,german,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-english,Schedar,google/gemini-2.5-pro-preview-tts,male,english,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-spanish,Schedar,google/gemini-2.5-pro-preview-tts,male,spanish,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-french,Schedar,google/gemini-2.5-pro-preview-tts,male,french,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-hindi,Schedar,google/gemini-2.5-pro-preview-tts,male,hindi,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-indonesian,Schedar,google/gemini-2.5-pro-preview-tts,male,indonesian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-italian,Schedar,google/gemini-2.5-pro-preview-tts,male,italian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-japanese,Schedar,google/gemini-2.5-pro-preview-tts,male,japanese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-korean,Schedar,google/gemini-2.5-pro-preview-tts,male,korean,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-portuguese,Schedar,google/gemini-2.5-pro-preview-tts,male,portuguese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-russian,Schedar,google/gemini-2.5-pro-preview-tts,male,russian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-dutch,Schedar,google/gemini-2.5-pro-preview-tts,male,dutch,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-polish,Schedar,google/gemini-2.5-pro-preview-tts,male,polish,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-thai,Schedar,google/gemini-2.5-pro-preview-tts,male,thai,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-turkish,Schedar,google/gemini-2.5-pro-preview-tts,male,turkish,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-vietnamese,Schedar,google/gemini-2.5-pro-preview-tts,male,vietnamese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-romanian,Schedar,google/gemini-2.5-pro-preview-tts,male,romanian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-ukrainian,Schedar,google/gemini-2.5-pro-preview-tts,male,ukrainian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-bengali,Schedar,google/gemini-2.5-pro-preview-tts,male,bengali,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-marathi,Schedar,google/gemini-2.5-pro-preview-tts,male,marathi,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-tamil,Schedar,google/gemini-2.5-pro-preview-tts,male,tamil,even,Friendly; informal male voice; approachable and down-to-earth
gemini-schedar-telugu,Schedar,google/gemini-2.5-pro-preview-tts,male,telugu,even,Friendly; informal male voice; approachable and down-to-earth
gemini-gacrux-chinese,Gacrux,google/gemini-2.5-pro-preview-tts,female,chinese,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-arabic,Gacrux,google/gemini-2.5-pro-preview-tts,female,arabic,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-german,Gacrux,google/gemini-2.5-pro-preview-tts,female,german,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-english,Gacrux,google/gemini-2.5-pro-preview-tts,female,english,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-spanish,Gacrux,google/gemini-2.5-pro-preview-tts,female,spanish,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-french,Gacrux,google/gemini-2.5-pro-preview-tts,female,french,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-hindi,Gacrux,google/gemini-2.5-pro-preview-tts,female,hindi,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-indonesian,Gacrux,google/gemini-2.5-pro-preview-tts,female,indonesian,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-italian,Gacrux,google/gemini-2.5-pro-preview-tts,female,italian,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-japanese,Gacrux,google/gemini-2.5-pro-preview-tts,female,japanese,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-korean,Gacrux,google/gemini-2.5-pro-preview-tts,female,korean,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-portuguese,Gacrux,google/gemini-2.5-pro-preview-tts,female,portuguese,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-russian,Gacrux,google/gemini-2.5-pro-preview-tts,female,russian,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-dutch,Gacrux,google/gemini-2.5-pro-preview-tts,female,dutch,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-polish,Gacrux,google/gemini-2.5-pro-preview-tts,female,polish,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-thai,Gacrux,google/gemini-2.5-pro-preview-tts,female,thai,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-turkish,Gacrux,google/gemini-2.5-pro-preview-tts,female,turkish,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-vietnamese,Gacrux,google/gemini-2.5-pro-preview-tts,female,vietnamese,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-romanian,Gacrux,google/gemini-2.5-pro-preview-tts,female,romanian,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-ukrainian,Gacrux,google/gemini-2.5-pro-preview-tts,female,ukrainian,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-bengali,Gacrux,google/gemini-2.5-pro-preview-tts,female,bengali,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-marathi,Gacrux,google/gemini-2.5-pro-preview-tts,female,marathi,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-tamil,Gacrux,google/gemini-2.5-pro-preview-tts,female,tamil,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-gacrux-telugu,Gacrux,google/gemini-2.5-pro-preview-tts,female,telugu,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-pulcherrima-chinese,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,chinese,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-arabic,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,arabic,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-german,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,german,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-english,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,english,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-spanish,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,spanish,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-french,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,french,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-hindi,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,hindi,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-indonesian,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,indonesian,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-italian,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,italian,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-japanese,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,japanese,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-korean,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,korean,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-portuguese,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,portuguese,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-russian,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,russian,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-dutch,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,dutch,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-polish,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,polish,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-thai,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,thai,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-turkish,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,turkish,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-vietnamese,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,vietnamese,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-romanian,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,romanian,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-ukrainian,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,ukrainian,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-bengali,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,bengali,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-marathi,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,marathi,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-tamil,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,tamil,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-pulcherrima-telugu,Pulcherrima,google/gemini-2.5-pro-preview-tts,female,telugu,forward,Bright; energetic female voice; youthful and enthusiastic
gemini-achird-chinese,Achird,google/gemini-2.5-pro-preview-tts,male,chinese,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-arabic,Achird,google/gemini-2.5-pro-preview-tts,male,arabic,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-german,Achird,google/gemini-2.5-pro-preview-tts,male,german,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-english,Achird,google/gemini-2.5-pro-preview-tts,male,english,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-spanish,Achird,google/gemini-2.5-pro-preview-tts,male,spanish,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-french,Achird,google/gemini-2.5-pro-preview-tts,male,french,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-hindi,Achird,google/gemini-2.5-pro-preview-tts,male,hindi,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-indonesian,Achird,google/gemini-2.5-pro-preview-tts,male,indonesian,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-italian,Achird,google/gemini-2.5-pro-preview-tts,male,italian,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-japanese,Achird,google/gemini-2.5-pro-preview-tts,male,japanese,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-korean,Achird,google/gemini-2.5-pro-preview-tts,male,korean,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-portuguese,Achird,google/gemini-2.5-pro-preview-tts,male,portuguese,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-russian,Achird,google/gemini-2.5-pro-preview-tts,male,russian,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-dutch,Achird,google/gemini-2.5-pro-preview-tts,male,dutch,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-polish,Achird,google/gemini-2.5-pro-preview-tts,male,polish,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-thai,Achird,google/gemini-2.5-pro-preview-tts,male,thai,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-turkish,Achird,google/gemini-2.5-pro-preview-tts,male,turkish,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-vietnamese,Achird,google/gemini-2.5-pro-preview-tts,male,vietnamese,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-romanian,Achird,google/gemini-2.5-pro-preview-tts,male,romanian,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-ukrainian,Achird,google/gemini-2.5-pro-preview-tts,male,ukrainian,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-bengali,Achird,google/gemini-2.5-pro-preview-tts,male,bengali,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-marathi,Achird,google/gemini-2.5-pro-preview-tts,male,marathi,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-tamil,Achird,google/gemini-2.5-pro-preview-tts,male,tamil,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-achird-telugu,Achird,google/gemini-2.5-pro-preview-tts,male,telugu,friendly,Youthful; clear male voice; slightly breathy and inquisitive
gemini-zubenelgenubi-chinese,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,chinese,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-arabic,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,arabic,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-german,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,german,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-english,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,english,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-spanish,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,spanish,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-french,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,french,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-hindi,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,hindi,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-indonesian,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,indonesian,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-italian,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,italian,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-japanese,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,japanese,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-korean,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,korean,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-portuguese,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,portuguese,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-russian,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,russian,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-dutch,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,dutch,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-polish,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,polish,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-thai,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,thai,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-turkish,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,turkish,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-vietnamese,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,vietnamese,casual,Deep resonant male voice conveying strong authority
gemini-zubenelgenubi-romanian,Zubenelgenubi,google/gemini-2.5-pro-preview-tts,male,romanian,casual,Deep resonant male voice conveying strong authority
